mof_id,pore_dimension,PLD,LCD,SSA,porosity,density,capa_mass,capa_volume,095_current
imof-273,3,5.73439,14.42704,2390.43,0.25954,0.715528647,151.6167921,108.4861582,0.375303877
imof-274,1,6.57815,6.99427,837.522,0.11026,1.601208378,49.94471384,79.97189422,0.06375668
imof-275,1,7.89318,8.6045,722.399,0.09768,1.207425639,55.85876421,67.44530404,0.094327544
imof-276,1,10.35075,12.80511,1939.05,0.32914,0.821664893,147.8999371,121.524186,0.341397515
imof-277,1,8.60843,8.79799,1037.41,0.13262,1.085755848,78.91372911,85.68104289,0.085019041
imof-278,1,6.10785,6.93763,986.175,0.1029,1.411071211,49.18699728,69.40635579,0.05501104
imof-279,1,4.69847,5.38182,492.419,0.02434,1.495638688,28.46676227,42.57599098,0.080898602
imof-280,3,7.33795,10.52332,5396.97,0.3877,0.460534356,206.490355,95.09590259,0.624306225
imof-281,1,10.54265,10.74794,1528.85,0.22056,0.901246536,52.6882212,47.48507687,0.443602711
imof-282,1,21.85482,21.93579,1838.81,0.42266,0.594788784,137.0284135,81.50296341,2.093145821
imof-283,1,12.92599,13.39975,1298.96,0.26356,0.936730434,93.41913754,87.50854928,0.263676781
imof-284,1,7.0593,7.31564,1258.08,0.1206,1.105116147,77.58939874,85.74529739,0.285162219
imof-285,1,7.19658,7.30439,1455.05,0.12914,0.99923542,80.81449905,80.75270988,0.04522832
imof-286,1,6.4895,6.89829,1047.2,0.10844,1.300319997,72.45800785,94.21859658,0.066176801
imof-287,3,12.75128,24.75717,6189,0.61954,0.260757182,255.6152257,66.65350594,3.315726094
imof-288,3,5.45888,7.76882,1804.73,0.12424,0.954509083,81.01284042,77.32749203,0.086476021
imof-289,1,13.64864,14.5447,1119.82,0.22464,0.895249717,84.38218434,75.54312666,0.694922304
imof-290,3,8.06104,11.19452,2935.97,0.29224,0.649881582,166.0703051,107.9260327,0.216230834
imof-291,1,11.6237,12.18169,1098.6,0.20184,0.977167808,89.74459968,87.69553377,0.507301467
imof-292,1,4.47158,5.22664,780.752,0.02762,1.260446678,41.66607958,52.5178716,0.042716107
imof-293,3,14.14906,20.8434,4548.01,0.61262,0.336340145,181.2811688,60.97213466,1.750206737
imof-294,3,16.35543,19.58114,6460.77,0.7324,0.188861155,217.15554,41.01224621,5.591698366
imof-295,1,9.71816,9.85231,874.715,0.14282,1.088734067,63.66122396,69.31014328,0.101026198
imof-296,3,9.238,14.2601,3783.98,0.45094,0.531092192,175.8295281,93.38168942,0.699153907
imof-297,1,9.0527,9.34156,1710.35,0.2028,0.929871853,127.0384456,118.1294748,0.070602216
imof-298,1,21.90896,22.23468,1608.15,0.42772,0.626264644,118.6072794,74.27954559,0.899910569
imof-299,1,21.59766,21.92277,2003.66,0.42648,0.536551627,148.9894005,79.94050528,1.250337114
imof-300,1,6.47215,6.92208,884.562,0.06412,1.063578243,41.78435325,44.44092902,0.093858758
imof-301,2,4.42784,5.23345,899.143,0.03448,1.368262493,75.57171213,103.4019393,0.024986302
imof-302,3,10.78578,12.31293,4664.73,0.42938,0.451425833,204.5793303,92.3523947,1.057513897
imof-303,1,20.34295,20.64479,1300.51,0.39838,0.775183104,83.48077008,64.71288245,1.334182297
imof-304,1,5.23487,7.52416,423.199,0.03956,1.687615879,20.72754632,34.98013631,0.097162316
imof-305,1,20.90388,21.22794,1878,0.44788,0.60902415,122.4871737,74.5976469,1.85597969
imof-306,3,5.37495,9.28854,910.323,0.10562,1.212910511,29.72279775,36.05109381,0.097239613
imof-307,3,6.25782,15.4517,2097.67,0.3037,0.855450724,109.8011009,93.92943127,0.093202967
imof-308,1,4.93708,6.02674,402.189,0.02344,1.458995635,16.18566274,23.61481129,0.060912336
imof-309,1,9.90865,10.38829,2030.69,0.23858,0.759027623,160.966356,122.1779106,0.597635226
imof-310,1,7.23985,8.41574,608.85,0.08094,1.477999431,38.10352305,56.31698537,0.09602801
imof-311,1,22.21046,22.53029,1624.78,0.4433,0.621978952,108.9420093,67.75963671,1.537242165
imof-312,1,21.0576,21.19416,1562.76,0.4043,0.718426506,97.89115423,70.32759992,1.604063759
imof-313,1,21.95888,22.24542,2009.92,0.44942,0.55034621,139.7189227,76.89377955,1.968843784
imof-314,1,10.63932,11.87825,2096.79,0.28198,0.751045885,147.4169731,110.7169111,0.5126218
imof-315,3,9.89787,11.74233,3896.04,0.36752,0.527961199,147.9702477,78.12254944,0.343164816
imof-316,3,8.1826,8.87814,2362.9,0.20282,0.744825925,159.37744,118.7084492,0.135235235
imof-317,3,14.2029,20.52415,3942.81,0.55318,0.420352768,152.3911043,64.0580225,2.13724291
imof-318,1,4.95337,7.30996,391.635,0.03894,1.778138095,37.58113803,66.82445318,0.016197827
imof-319,3,10.33459,16.30958,4458.21,0.54372,0.391569351,161.6464622,63.29580029,1.794694737
imof-320,1,22.28481,22.60556,2141.41,0.4722,0.504124825,158.6774344,79.99323393,2.207484205
imof-321,3,8.81901,13.29073,3119.42,0.32026,0.741466803,134.1791731,99.48940259,0.193794474
imof-322,1,5.04622,5.89209,931.471,0.0494,1.137968336,54.88090086,62.4527274,0.086727218
imof-323,1,5.05496,5.50425,785.952,0.03542,1.086143421,23.89998982,25.95881669,0.13632688
imof-324,3,5.66339,12.49986,2878.1,0.2904,0.747363143,139.2310962,104.0561896,0.23550039
imof-325,1,7.68548,9.39095,2749.01,0.25922,0.670203618,187.5732579,125.712276,0.129694776
imof-326,1,20.84849,21.14907,1325.18,0.3965,0.750754554,94.18679992,70.71116899,0.758196039
imof-327,1,22.26167,22.49944,1617.25,0.431,0.614771,111.2123625,68.37013524,1.368925087
imof-328,1,20.51723,20.61467,585.131,0.35116,1.505198538,29.58244513,44.52745317,0.611976928
imof-329,1,5.59563,5.75064,813.376,0.046,1.1419378,34.93817454,39.89722216,0.101673077
imof-330,3,15.1497,20.34385,4343.09,0.55456,0.373009936,187.7272634,70.02413447,2.476964985
imof-331,3,12.80831,20.15985,2331.55,0.49154,0.710607064,97.03828796,68.95609294,1.044915316
imof-332,3,7.58996,16.59039,4428.36,0.44892,0.443134136,199.7665946,88.52339737,1.410377978
imof-333,1,10.736,11.47509,1094.97,0.25632,1.299191375,82.30391363,106.9285347,0.21219402
imof-334,1,8.77943,10.85265,1204.14,0.19418,1.218197904,73.78137805,89.88032009,0.126730213
imof-335,1,20.17336,20.51246,1239.56,0.38442,0.786142669,90.47251666,71.12430575,0.720739098
imof-336,1,21.05033,21.35618,1655.18,0.41516,0.628097294,106.2575916,66.74010574,1.423765147
imof-337,3,15.33694,20.62143,4314.33,0.5699,0.367131414,185.9047167,68.25146152,2.476563793
imof-338,1,9.94978,10.04731,1028.9,0.1561,1.013943647,81.19597535,82.32814334,0.102776867
imof-339,3,9.22578,18.84802,3258.12,0.47376,0.549575778,143.2228361,78.71180149,0.529103584
imof-340,1,5.31562,5.84094,1091.34,0.05466,0.990060992,57.74035838,57.16647647,0.036355922
imof-341,1,21.69656,22.02657,1963.51,0.45966,0.556018197,141.5907768,78.72704835,1.93090132
imof-342,1,22.24863,22.54496,1404.17,0.4143,0.708001062,92.41375914,65.42903962,0.882766016
imof-343,1,15.29752,15.64017,1855.16,0.34106,0.635458284,151.1216211,96.03148599,0.835787217
imof-344,3,4.72362,12.86204,3263.94,0.26338,0.705733929,129.6820578,91.52102818,0.114466005
imof-345,1,8.93902,10.05195,925.262,0.13516,1.175424218,22.71185955,26.69606976,0.142575311
imof-346,1,18.48014,18.82048,1324.69,0.3775,0.782897864,79.84914931,62.51372845,0.909426508
imof-347,2,4.57914,12.10871,1722.21,0.18786,1.020104359,95.66067686,97.58387344,0.240410538
imof-348,1,22.4446,22.73592,2068.59,0.46652,0.539372493,147.2188486,79.40579742,2.098783849
imof-349,1,9.24618,10.76896,2371.42,0.29444,0.712351746,166.1061815,118.3260284,0.492017511
imof-350,1,7.63133,9.34702,555.076,0.1205,2.174419566,34.27769267,74.53408563,0.03747305
imof-351,3,7.36757,9.96506,4182.99,0.3373,0.558655073,187.0522878,104.4977096,0.985341991
imof-352,1,4.98573,6.13025,766.214,0.0507,1.263426725,48.18628747,60.87984335,0.023862947
imof-353,1,4.95702,6.46086,821.837,0.05544,1.368833856,24.69414889,33.80218705,0.156440599
imof-354,1,7.60601,7.81833,510.028,0.0733,1.393668617,38.0819225,53.07358027,0.062924084
imof-355,2,5.64822,6.96176,1920.72,0.0924,0.951206214,119.7479608,113.9050045,0.11912465
imof-356,3,8.53398,9.31661,2292.51,0.24154,0.761119969,150.4103598,114.4803284,0.255744983
imof-357,3,12.55615,19.96737,3588.71,0.50824,0.52888757,133.7464615,70.73684106,1.374501144
imof-358,1,22.02295,22.12934,1356.18,0.39522,0.697689479,96.00100973,66.97889444,1.350957719
imof-359,1,5.59413,6.50353,505.724,0.04186,1.478520669,24.82035241,36.69740406,0.047114437
imof-360,1,12.97132,13.45642,1128.4,0.2461,0.998651025,82.52650508,82.41517891,0.377461147
imof-361,1,4.56662,5.5127,489.615,0.0199,1.208407475,14.77344484,17.85234118,0.125762602
imof-362,3,8.57155,10.17893,3662.54,0.42218,0.603378503,157.8375355,95.23577586,0.892942573
imof-363,1,10.55547,10.84057,2072.81,0.15614,0.746773671,165.6464726,123.7004244,0.121634116
imof-364,3,6.84371,11.21202,4515.24,0.30612,0.547780195,173.4180063,94.99494935,0.365352372
imof-365,1,6.03593,6.92835,724.245,0.03972,1.144664622,51.21784322,58.62725315,0.041822773
imof-366,1,11.6627,12.21892,1275.13,0.24158,0.925809371,96.43569678,89.28107176,0.265785288
imof-367,3,13.5659,22.35242,5957.48,0.6728,0.243838691,205.6770739,50.15202838,3.75628665
imof-368,1,6.86844,8.13455,539.08,0.07172,1.589504918,36.37457253,57.81756192,0.072117816
imof-369,3,9.17275,14.55061,3913.21,0.45544,0.474910168,186.4475704,88.54584692,1.299524487
imof-370,1,5.83077,6.07165,586.209,0.03726,1.3491289,12.37869674,16.70045752,0.304379957
imof-371,1,16.92487,16.98955,1927.53,0.45936,0.680100614,136.2326171,92.65188651,1.207828564
imof-372,1,4.35251,4.72082,646.549,0.01608,1.251432559,62.5989666,78.33838496,0.161471522
imof-373,1,20.36699,20.70025,1561.13,0.43684,0.757112752,96.92103032,73.38014798,1.40787064
imof-374,1,8.71376,9.28878,1059.65,0.13196,1.028581879,66.52070961,68.42199651,0.261646519
imof-375,1,10.39069,11.70989,2102.6,0.27504,0.752291112,147.4010476,110.888498,0.336202513
imof-376,3,10.46054,21.0518,4971.83,0.54186,0.368328482,209.0894344,77.01359403,0.827279747
imof-377,1,22.1549,22.45841,1923.01,0.46298,0.563082021,137.5977948,77.47884437,2.025711166
imof-378,1,19.26172,19.61581,1681.68,0.38526,0.656681203,116.6640339,76.61107809,0.815057308
imof-379,1,23.24349,23.51732,1747.65,0.44878,0.585163987,120.9243123,70.76055274,1.794262264
imof-380,1,5.54279,5.83947,511.173,0.03984,1.627040275,18.62964632,30.31118487,0.03331884
imof-381,1,14.54117,14.72489,1859.36,0.31492,0.678569744,137.8835505,93.56360558,0.739488906
imof-382,3,14.13242,20.45724,4524.37,0.56498,0.380121222,173.5554729,65.97211838,2.519293748
imof-383,2,6.60043,9.01236,2655.28,0.2315,0.826317708,123.2368468,101.8327888,0.251157196
imof-384,2,4.82877,6.35486,1268,0.06218,0.989116222,74.32411703,73.51518981,0.032349195
imof-385,1,22.11771,22.21515,1004.02,0.41344,0.993215661,60.80094884,60.3884546,1.021324853
imof-386,3,4.89276,7.38252,899.544,0.06538,1.181785265,25.37490298,29.98768643,0.024072525
imof-387,3,12.57835,19.38843,5514.76,0.62226,0.307276429,191.5824438,58.86876928,2.312885411
imof-388,3,8.16529,8.45701,1988.53,0.12082,0.835167096,122.9450298,102.6796436,0.153309926
imof-389,1,20.15231,20.46875,1610.99,0.41422,0.647908386,110.8744334,71.83647517,1.669037815
imof-390,3,13.28667,15.135,2170.91,0.25796,0.771302601,153.7321372,118.5739973,0.655822736
imof-391,1,12.49416,12.9717,1426.97,0.27828,0.841363105,97.97853036,82.43552048,0.200905316
imof-392,3,13.19403,20.27355,2858.81,0.5056,0.57511498,108.6935176,62.51127017,1.435983346
imof-393,1,6.99308,9.64917,1006.71,0.12192,1.014604787,72.5954879,73.65572952,0.085248042
imof-394,1,5.89898,6.40383,1233.42,0.08692,1.069412471,68.23247667,72.96866145,0.159059783
imof-395,1,9.34285,10.07036,2245.94,0.24526,0.723660616,182.6521164,132.178143,0.381241729
imof-396,1,10.44086,11.8189,2040.88,0.27994,0.777812406,139.6200202,108.5981838,0.633563726
imof-397,1,9.8976,10.93728,1384.54,0.253,1.091514565,107.1935944,117.0033696,0.215265128
imof-398,1,4.05618,5.25128,649.211,0.0224,1.259481337,37.51653605,47.25137697,0.048848178
imof-399,1,20.83628,20.92124,959.612,0.3651,0.943234706,50.1182586,47.27328092,1.002778284
imof-400,1,19.67762,19.91513,1395.68,0.3206,0.771467122,101.5890617,78.37262104,0.802818481
imof-401,1,7.4411,8.09703,1122.67,0.12608,1.108387818,84.77776171,93.96663833,0.22822327
imof-402,3,12.63527,20.06223,3006.22,0.50142,0.606649048,109.4369441,66.38981794,1.299981671
imof-403,1,9.90076,10.70036,1911.3,0.23612,0.819503572,146.4477444,120.0144497,0.384210588
imof-404,3,12.57891,17.46548,5115.81,0.64122,0.290367975,170.9951548,49.65151683,2.926903235
imof-405,3,5.05247,8.51312,2741.25,0.18822,0.771868433,122.4127091,94.48650599,0.074440012
imof-406,1,20.55839,21.47904,2559.78,0.50766,0.489088118,115.2849333,56.38449106,1.250490995
imof-407,3,29.83114,30.58595,5956.75,0.87358,0.104079125,184.2341596,19.17493018,10.52039959
imof-408,3,14.31656,17.67976,5886.01,0.69468,0.240166897,188.3341588,45.23163052,4.749260398
imof-409,1,4.73914,5.39547,477.874,0.02386,1.481257391,28.35657636,42.00338834,0.032879701
imof-410,3,6.6442,14.50452,3305.42,0.29054,0.654769748,127.126976,83.23889806,0.117389368
imof-411,1,21.29347,21.60679,1366.12,0.4147,0.727045345,98.43358157,71.56567729,1.200932538
imof-412,1,5.88334,7.39166,633.458,0.05228,1.181024602,28.38433834,33.5226019,0.047760847
imof-413,1,11.24633,12.32532,1155.04,0.1828,0.846990791,98.60787853,83.51996507,0.284560393
imof-414,1,15.83769,16.22895,1641.56,0.29362,0.739554722,96.06066043,71.04211502,0.665284729
imof-415,3,8.76637,13.80953,4595.22,0.46574,0.438335132,199.6816256,87.52747165,0.531063441
imof-416,1,8.60218,9.22919,551.528,0.09078,1.331185633,39.52126166,52.61013573,0.046480456
imof-417,1,20.42861,20.69771,2142.96,0.43164,0.549789236,169.1389534,92.99077593,1.745148568
imof-418,1,8.54274,9.14393,693.186,0.10486,1.189643007,53.47877329,63.62064865,0.176771944
imof-419,3,6.58069,10.20832,2385.32,0.22254,0.835852101,131.1279727,109.6035915,0.170712935
imof-420,1,7.59091,9.07791,2374.05,0.24672,0.745771549,145.1250208,108.2301116,0.129286132
imof-421,3,13.04127,20.22958,4107.15,0.5214,0.439813152,150.1831922,66.05254321,1.733339771
imof-422,1,7.04971,7.32369,1503.1,0.12348,0.934538235,94.65079968,88.45479125,0.480757863
imof-423,1,8.01799,8.60099,626.521,0.11924,1.653348564,45.13502712,74.62393226,0.027447726
imof-424,1,7.95156,8.11626,885.457,0.1063,1.147960648,68.81988935,79.00252477,0.057712428
imof-425,1,9.41967,9.78332,2203.49,0.23786,0.728568748,178.4458938,130.0101015,0.461212314
imof-426,1,9.23845,9.46942,1649.03,0.16856,0.833374672,132.5298777,110.4470433,0.113942381
imof-427,3,4.92429,6.57232,2594.07,0.08892,0.786204072,144.9316633,113.9458638,0.281769059
imof-428,1,5.74908,6.42145,486.448,0.03342,1.188560344,17.3833548,20.66116616,0.153725067
imof-429,1,7.42421,7.70907,405.524,0.05456,1.366025139,29.65304055,40.50679884,0.028215021
imof-430,1,20.59226,20.91662,1851.21,0.41836,0.633685243,122.5882648,77.6823743,1.812464826
imof-431,1,12.19224,12.70871,1099.57,0.222,1.001058033,84.50117312,84.59057812,0.433990561
imof-432,3,14.40877,19.41369,3683.93,0.5039,0.456142441,160.3601214,73.14705722,1.341958461
imof-433,3,15.34354,21.76675,5700.8,0.66494,0.245956192,231.5047549,56.94002788,3.025697007
imof-434,2,5.14193,6.14741,1741.43,0.08604,0.939401331,37.64764689,35.36624959,0.131910199
imof-435,1,9.10299,9.21877,767.004,0.1214,1.136795154,58.51239218,66.51660389,0.051051285
imof-436,2,5.72844,7.82392,2262.38,0.17178,0.86086388,99.184958,85.38474775,0.061338962
imof-437,1,9.59439,10.06462,595.53,0.10482,1.226273016,20.52002059,25.16314755,0.078463394
imof-438,3,14.01154,20.1886,3507.64,0.50906,0.45619985,155.3343643,70.86351368,2.172641365
imof-439,1,8.02756,8.9595,640.491,0.09212,1.43653152,15.48586369,22.2459313,0.110271157
imof-440,1,11.71253,12.20538,1170.65,0.2406,0.996108716,81.21086862,80.8948541,0.283732125
imof-441,3,8.9825,10.43084,3324.97,0.28106,0.605702789,196.5987696,119.080423,0.232086415
imof-442,1,6.11837,6.31205,1168.43,0.08552,1.159861497,56.34825975,65.35617691,0.061884981
imof-443,3,15.07919,20.51638,4338.98,0.56946,0.368172858,185.5018794,68.29675706,2.154164163
imof-444,3,8.07218,10.85416,2355.14,0.17752,0.789926409,165.7023266,130.8926439,0.219698556
imof-445,1,7.0246,7.32791,1469,0.12278,1.00782964,86.06723587,86.74111137,0.118809809
imof-446,1,6.61613,8.09784,749.206,0.07798,1.247592185,19.79925023,24.70138985,0.095934909
imof-447,1,18.66312,19.07184,1490.68,0.36824,0.736070562,109.0364989,80.25855701,0.741768091
imof-448,3,7.83134,13.80238,3250.27,0.33684,0.630432803,175.5101499,110.6473557,0.377863427
imof-449,1,18.50068,18.67,1858.24,0.42502,0.700595345,133.8827565,93.7976359,0.817676489
imof-450,1,8.51528,9.14368,762.57,0.10054,1.174098966,54.10926449,63.52963149,0.087359298
imof-451,1,6.53314,8.91698,862.312,0.08494,1.087487021,35.09242868,38.16256071,0.0519582
imof-452,3,7.90571,12.45172,3044.93,0.37148,0.701791079,120.5916286,84.63012918,0.328949643
imof-453,2,4.93283,7.60118,1573.36,0.10952,0.920049473,77.51171872,71.31461598,0.067822065
imof-454,3,8.25015,10.25222,3439.34,0.3337,0.619075987,168.7950284,104.4969488,0.306918808
imof-455,1,5.47528,6.07801,481.8,0.03104,1.151503578,23.05115315,26.54348532,0.067469181
imof-456,1,7.84018,9.90414,2168.24,0.24298,0.835703777,120.9764378,101.100466,0.250440913
imof-457,1,13.87006,14.14065,2385.2,0.3506,0.615790182,158.1943563,97.41453149,0.681025537
imof-458,1,14.91762,15.01433,827.55,0.1852,0.97911695,59.68277528,58.43641692,0.680867784
imof-459,1,8.77988,9.47483,973.208,0.13566,1.073456147,78.77957664,84.56642079,0.291708747
imof-460,1,8.28581,8.60988,554.113,0.0978,1.498624985,32.4170494,48.58100018,0.032022402
imof-461,3,12.12329,18.60594,3408.77,0.48208,0.495933414,165.8273114,82.23930472,1.204822283
imof-462,3,12.4544,19.6221,3122.32,0.4785,0.576739585,126.6250169,73.02965964,1.335072056
imof-463,3,7.90744,16.55336,3876.77,0.45188,0.495511727,188.9421327,93.62304244,1.597916955
imof-464,3,11.72643,13.20967,3666.29,0.35796,0.527921658,203.181657,107.2639972,0.65673772
imof-465,1,5.24113,7.00222,492.59,0.03866,1.410958698,30.25234713,42.68481231,0.092599966
imof-466,3,24.29344,25.23611,5807.88,0.82576,0.138402585,179.6795608,24.86811578,5.997576282
imof-467,1,20.10956,20.44735,1805.41,0.39976,0.633438416,118.5439921,75.09031853,1.28114902
imof-468,1,12.47218,13.01201,1389.62,0.27462,0.920329651,100.5312183,92.52186101,0.547953018
imof-469,3,13.11498,19.97994,4914.06,0.5377,0.368584472,217.9465234,80.33170432,1.971939378
imof-470,1,8.75015,9.21358,1520.73,0.17204,0.876351562,119.7670125,104.9580085,0.411775626
imof-471,1,9.79404,11.43736,3175.95,0.32798,0.56845564,223.0417828,126.7893595,0.984315606
imof-472,1,7.01775,8.25625,560.38,0.07584,1.575300515,31.07877049,48.95840316,0.135169434
imof-473,3,8.00692,15.22403,3703.81,0.3973,0.57861881,176.7114543,102.2485714,0.569668796
imof-474,3,7.89832,15.04841,3758.15,0.38842,0.5737147,172.711663,99.08721986,0.332071285
imof-475,1,7.62922,8.21728,1703.61,0.1535,0.81851651,40.43341737,33.09541965,0.146859241
imof-476,1,5.45894,7.04794,470.255,0.0398,1.373963902,20.86635826,28.66962302,0.01361139
imof-477,3,8.8619,11.13408,3013.49,0.285,0.658334561,173.4016254,114.1562829,0.14352763
imof-478,1,14.41128,14.57866,3108.5,0.39488,0.500630414,214.376204,107.3232478,0.632465928
imof-479,1,20.78639,21.09771,1342.83,0.40668,0.773392539,93.19213237,72.07409991,0.753995627
imof-480,1,12.59593,12.97918,1599.45,0.3209,0.904210743,110.7642514,100.1542261,0.321926691
imof-481,1,6.27177,9.03399,1438.45,0.13644,1.100516642,86.2759164,94.94808182,0.121270342
imof-482,3,7.99222,9.81842,3332.44,0.29176,0.5839923,203.35218,118.7561073,0.188220303
imof-483,3,16.37188,17.20385,5529.35,0.6994,0.243140254,207.2602608,50.39331238,4.882048296
imof-484,3,13.37703,15.05303,2303.99,0.26082,0.70549343,57.86023903,40.82001849,0.282934241
imof-485,1,5.58654,6.45511,1042.4,0.05092,0.999997182,78.95288868,78.95266623,0.071366565
imof-486,1,21.86101,22.18104,1838.29,0.44372,0.570376062,127.2472713,72.57879754,1.667288298
imof-487,1,20.34707,20.44952,1102.15,0.37376,1.02195531,66.74878653,68.21427681,1.143475088
imof-488,1,22.25144,22.53934,2085.01,0.46156,0.5371176,153.7830323,82.59957319,2.049966339
imof-489,3,15.2545,20.5111,4596.99,0.58174,0.352496783,181.8376002,64.09716904,2.151385774
imof-490,3,5.15668,12.46626,3124.25,0.27922,0.745625788,114.557169,85.41677939,0.218575368
imof-491,3,10.86118,13.89034,4739.55,0.57508,0.380963376,186.5155699,71.05560122,1.990831799
imof-492,1,10.90359,11.60093,1247.66,0.2742,1.142876584,98.55536205,112.6366155,0.323347375
imof-493,1,21.62651,21.95706,1821.9,0.4495,0.591487074,126.5758188,74.8679607,1.436087497
imof-494,3,11.06572,16.94177,2305.71,0.4356,0.793566226,86.73929423,68.8333744,0.838609555
imof-495,1,7.65306,8.26088,1681.94,0.15246,0.825654774,39.21311225,32.37649335,0.163811073
imof-496,3,11.58448,18.05241,4935.36,0.47958,0.42550327,187.3923957,79.73607718,1.196295249
imof-497,3,11.2509,12.9254,3755.95,0.33306,0.545176923,201.6438897,109.9315953,0.325047308
imof-498,1,6.91371,7.11847,824.816,0.11402,1.657477881,63.60085487,105.4170102,0.091909707
imof-499,1,5.15987,7.82547,420.908,0.04318,1.754250945,22.06302456,38.70408169,0.008420657
imof-500,3,4.98442,5.98374,832.93,0.04296,1.131924292,26.3174987,29.78941608,0.014593599
imof-501,3,5.0284,6.40822,2077.69,0.10446,0.979557657,83.30746061,81.60446093,0.073809283
imof-502,1,6.86074,7.10688,916.682,0.08772,1.165962694,27.62382315,32.20834727,0.23023784
imof-503,3,14.90933,20.64038,2587.59,0.54204,0.600282093,101.6979191,61.0474397,1.28618019
imof-504,1,10.67749,12.57965,2713.9,0.30782,0.618723879,184.5177044,114.1655098,0.32870252
imof-505,1,9.95289,10.5531,2002.08,0.23608,0.762178978,157.3623596,119.9382824,0.270180724
imof-506,1,6.30704,6.865,732.966,0.08532,1.509415596,37.4500503,56.52769001,0.016616753
imof-507,3,8.97833,9.61784,3782.64,0.2611,0.613648404,224.7088664,137.8922372,0.168270171
imof-508,1,4.15103,5.37056,545.015,0.02174,1.516489876,57.55789914,87.28597134,0.131166577
imof-509,3,9.78343,12.11796,3825.34,0.33058,0.545324368,203.9554101,111.2218551,0.251813555
imof-510,3,21.55548,22.20175,5875.17,0.78036,0.165437502,223.901979,37.04178403,4.916484122
